municipality,year,priority,kind,url,title
Orange,2021,3,election_page,https://townoforange.org/DocumentCenter/View/1265/FCTS-District-Wide-Borrowing-Election-October-6-2026pdf,FCTS District Wide Borrowing Election October 6 2026.pdf
Orange,2023,1,annual_report,https://www.townoforange.org/DocumentCenter/View/877,DPU 24 MA Orange Letter _  2023 Annual Report?bidId=
Orange,2023,3,election_page,https://townoforange.org/266/Town-Clerk,Town Clerk
Orange,2023,3,election_page,https://townoforange.org/AlertCenter.aspx?AID=Town-Clerks-Office-Adjusted-Hours-130,"Town Clerk's Office Adjusted Hours
	 Read On..."
Orange,2023,3,election_page,https://townoforange.org/DocumentCenter/View/1265/FCTS-District-Wide-Borrowing-Election-October-6-2026pdf,FCTS District Wide Borrowing Election October 6 2026.pdf
Palmer,2025,4,minutes,https://www.townofpalmer.com/vertical/sites/%7B034F9CAE-5196-4551-90C2-FBFD76374BDB%7D/uploads/5_21_2025_MPIC_Minutes.pdf,
Palmer,2025,4,minutes,https://www.townofpalmer.com/vertical/sites/%7B034F9CAE-5196-4551-90C2-FBFD76374BDB%7D/uploads/7_21_2025_MPIC_Minutes.pdf,
Paxton,2024,2,townmtg_election,http://www.townofpaxton.net/sites/g/files/vyhlif4846/f/uploads/special_town_meeting_warrant_11.18.2024.pdf,
Paxton,2024,4,minutes,http://www.townofpaxton.net/sites/g/files/vyhlif4846/f/minutes/20240312154640162.pdf,
Petersham,2021,1,annual_report,https://townofpetersham.gov/wp-content/uploads/2025/12/FY21-Town-report-2020-2021.pdf,FY21 Town Report 2020-2021
Petersham,2021,1,annual_report,https://townofpetersham.gov/wp-content/uploads/2025/12/FY22-Town-report-2021-2022.pdf,FY22 Town Report 2021-2022
Petersham,2021,2,townmtg_election,https://townofpetersham.gov/wp-content/uploads/2025/12/2020-Town-Meeting-Report-for-Fiscal-Year-2021.pdf,2020 Town Meeting Report for Fiscal Year 2021
Petersham,2021,2,townmtg_election,https://townofpetersham.gov/wp-content/uploads/2025/12/2021-Town-Meeting-Report-for-Fiscal-Year-2022.pdf,2021 Town Meeting Report for Fiscal Year 2022
Petersham,2022,1,annual_report,https://townofpetersham.gov/wp-content/uploads/2025/12/FY22-Town-report-2021-2022.pdf,FY22 Town Report 2021-2022
Petersham,2022,1,annual_report,https://townofpetersham.gov/wp-content/uploads/2025/12/FY23-Town-report-2022-2023.pdf,FY23 Town Report 2022-2023
Petersham,2022,2,townmtg_election,https://townofpetersham.gov/wp-content/uploads/2025/12/2021-Town-Meeting-Report-for-Fiscal-Year-2022.pdf,2021 Town Meeting Report for Fiscal Year 2022
Petersham,2022,2,townmtg_election,https://townofpetersham.gov/wp-content/uploads/2025/12/2022-Town-Meeting-Report-for-Fiscal-Year-2023.pdf,2022 Town Meeting Report for Fiscal Year 2023
Petersham,2023,1,annual_report,https://townofpetersham.gov/wp-content/uploads/2025/12/FY23-Town-report-2022-2023.pdf,FY23 Town Report 2022-2023
Petersham,2023,2,townmtg_election,https://townofpetersham.gov/wp-content/uploads/2025/12/2022-Town-Meeting-Report-for-Fiscal-Year-2023.pdf,2022 Town Meeting Report for Fiscal Year 2023
Petersham,2023,2,townmtg_election,https://townofpetersham.gov/wp-content/uploads/2025/12/2023-Town-Meeting-Report-for-Fiscal-Year-2024.pdf,2023 Town Meeting Report for Fiscal Year 2024
Petersham,2023,3,election_page,https://townofpetersham.gov/2026-annual-town-election/,
Phillipston,2021,3,election_page,https://phillipston-ma.gov/207/Town-Clerk,Town Clerk
Phillipston,2021,3,election_page,https://phillipston-ma.gov/259/Elections-Voting,Elections & Voting
Phillipston,2021,3,election_page,https://phillipston-ma.gov/DocumentCenter/View/300/Town-Clerk-Fee-Schedule,Town Clerk Fee Schedule
Phillipston,2021,4,minutes,https://phillipston-ma.gov/ImageRepository/Document?documentID=41,Agenda and Minutes / Agendas / Cultural Council 2021
Phillipston,2022,3,election_page,https://phillipston-ma.gov/207/Town-Clerk,Town Clerk
Phillipston,2022,3,election_page,https://phillipston-ma.gov/259/Elections-Voting,Elections & Voting
Phillipston,2022,3,election_page,https://phillipston-ma.gov/DocumentCenter/View/300/Town-Clerk-Fee-Schedule,Town Clerk Fee Schedule
Phillipston,2023,3,election_page,https://phillipston-ma.gov/207/Town-Clerk,Town Clerk
Phillipston,2023,3,election_page,https://phillipston-ma.gov/259/Elections-Voting,Elections & Voting
Phillipston,2023,3,election_page,https://phillipston-ma.gov/DocumentCenter/View/300/Town-Clerk-Fee-Schedule,Town Clerk Fee Schedule
Phillipston,2024,2,townmtg_election,https://www.phillipston-ma.gov/sites/g/files/vyhlif3676/f/news/2024_fy25_annual_town_meeting_warrant.pdf,
Phillipston,2024,2,townmtg_election,https://www.phillipston-ma.gov/sites/g/files/vyhlif3676/f/news/2024fy25_appendix_a_to_annual_town_meeting_warrant.pdf,
Phillipston,2024,3,election_page,https://phillipston-ma.gov/207/Town-Clerk,Town Clerk
Phillipston,2024,3,election_page,https://phillipston-ma.gov/259/Elections-Voting,Elections & Voting
Phillipston,2025,1,annual_report,https://phillipston-ma.gov/DocumentCenter/View/965,Phillipston_FY2025_Annual_Town_Report_Complete 1?bidId=
Phillipston,2025,3,election_page,https://phillipston-ma.gov/207/Town-Clerk,Town Clerk
Phillipston,2025,3,election_page,https://phillipston-ma.gov/259/Elections-Voting,Elections & Voting
Phillipston,2025,3,election_page,https://phillipston-ma.gov/DocumentCenter/View/300/Town-Clerk-Fee-Schedule,Town Clerk Fee Schedule
Pittsfield,2025,3,election_page,https://www.pittsfieldma.gov/380/Registrar-of-Voters-Elections,
Pittsfield,2025,3,election_page,https://www.pittsfieldma.gov/408/Absentee-Early-Voting,
Pittsfield,2025,3,election_page,https://www.pittsfieldma.gov/429/Voting-Polling-Locations,
Plainfield,2023,2,townmtg_election,https://plainfield-ma.us/files/2023_Annual_Town_Meeting_Warrant.pdf,
Plainfield,2023,2,townmtg_election,https://plainfield-ma.us/files/Annual_Town_Meeting_Warrant_2023-05-07.pdf,
Plainfield,2023,3,election_page,https://plainfield-ma.us/town-clerk,Town Clerk
Plainfield,2023,3,election_page,https://plainfield-ma.us/town-clerk/page/annual-reports,Annual Reports
Plainfield,2024,2,townmtg_election,https://plainfield-ma.us/files/2024-07-30_Special_Town_Meeting_Warrant.pdf,
Plainfield,2024,2,townmtg_election,https://plainfield-ma.us/files/2024-09-24_Special_Town_Meeting_Warrant.pdf,
Plainfield,2024,2,townmtg_election,https://plainfield-ma.us/files/6-04-2024_Special_Town_Meeting_Warrant.pdf,
Plainfield,2024,3,election_page,https://plainfield-ma.us/town-clerk,Town Clerk
Plympton,2022,1,annual_report,https://town.plympton.ma.us/DocumentCenter/View/1151/2022-Annual-Town-Report,2022 Annual Town Report
Plympton,2022,2,townmtg_election,https://ma-plympton.civicplus.com/DocumentCenter/View/1945,Annual Town Meeting Agenda 05   18   2022?bidId=
Plympton,2022,2,townmtg_election,https://ma-plympton.civicplus.com/DocumentCenter/View/1946,Special Town Meeting Agenda 05   18   2022?bidId=
Plympton,2022,2,townmtg_election,https://ma-plympton.civicplus.com/DocumentCenter/View/4555,Special Town Meeting Agenda 11   30   2022?bidId=
Plympton,2023,1,annual_report,https://town.plympton.ma.us/DocumentCenter/View/1154/2023-Annual-Town-Report,2023 Annual Town Report
Plympton,2023,2,townmtg_election,https://ma-plympton.civicplus.com/DocumentCenter/View/1891,SPECIAL TOWN MEETING Agenda 10   18   2023?bidId=
Plympton,2023,2,townmtg_election,https://ma-plympton.civicplus.com/DocumentCenter/View/4599,Special Town Meeting Agenda 05   17   2023?bidId=
Plympton,2023,2,townmtg_election,https://ma-plympton.civicplus.com/DocumentCenter/View/4601,Annual Town Meeting Agenda 05   17   2023?bidId=
Plympton,2024,1,annual_report,https://town.plympton.ma.us/DocumentCenter/View/1171/2024-Annual-Town-Report,2024 Annual Town Report
Plympton,2024,2,townmtg_election,https://town.plympton.ma.us/ImageRepository/Document?documentID=498,Agendas & Minutes / Agendas / Town Meeting & Elections 2024
Plympton,2024,3,election_page,https://town.plympton.ma.us/201/Town-Meetings-Elections,
Plympton,2024,3,election_page,https://town.plympton.ma.us/242/Historical-Town-Elections,
Plympton,2025,2,townmtg_election,https://town.plympton.ma.us/DocumentCenter/View/2953/2025-Annual-and-Special-Town-Meeting-Calendar,2025 Annual and Special Town Meeting Calendar
Plympton,2025,2,townmtg_election,https://town.plympton.ma.us/DocumentCenter/View/590/ate_051725_and_atm_stm_051425_calendar_0,2025 Annual Town Meeting and Elections Calendar.
Plympton,2025,3,election_page,https://town.plympton.ma.us/201/Town-Meetings-Elections,
Plympton,2025,3,election_page,https://town.plympton.ma.us/242/Historical-Town-Elections,
Princeton,2021,1,annual_report,https://storage.googleapis.com/proudcity/princetonma/2025/09/2021_princeton_annual_town_report_final.pdf,Download
Princeton,2021,1,annual_report,https://www.town.princeton.ma.us/sites/g/files/vyhlif4891/f/news/2021_princeton_annual_town_report.pdf,
Princeton,2021,1,annual_report,https://www.town.princeton.ma.us/sites/g/files/vyhlif4891/f/uploads/2021_princeton_annual_town_report.pdf,
Princeton,2021,1,annual_report,https://www.town.princeton.ma.us/sites/g/files/vyhlif4891/f/uploads/2021_princeton_annual_town_report_final.pdf,
Princeton,2022,1,annual_report,https://storage.googleapis.com/proudcity/princetonma/2025/09/2022_annual_town_report.pdf,Download
Princeton,2022,2,townmtg_election,https://storage.googleapis.com/proudcity/princetonma/2025/08/2022_annual_town_meeting_warrant_signed.pdf,Download
Princeton,2022,2,townmtg_election,https://www.town.princeton.ma.us/sites/g/files/vyhlif4891/f/events/2022_spring_town_meeting_and_election_schedule_4.5.pdf,
Princeton,2022,2,townmtg_election,https://www.town.princeton.ma.us/sites/g/files/vyhlif4891/f/news/2022_spring_town_meeting_and_election_schedule_3.22.pdf,
Raynham,2021,2,townmtg_election,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_meeting_warrant_budget_05-17-2021_final.pdf,
Raynham,2021,2,townmtg_election,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/combined_final_special_town_meeting_warrant_2021.pdf,
Raynham,2021,2,townmtg_election,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/special_town_meeting_warrant_capital_budget_05-17-2021_draft.pdf,
Raynham,2021,3,election_page,https://www.town.raynham.ma.us/town-clerk,Town Clerk
Raynham,2022,2,townmtg_election,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/special_town_meeting_11-15-2022.pdf,
Raynham,2022,2,townmtg_election,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/town_election_calendar_for_2022.pdf,
Raynham,2022,2,townmtg_election,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/pages/annual_town_meeting_warrant_05-16-2022.pdf,
Raynham,2022,3,election_page,https://www.town.raynham.ma.us/town-clerk,Town Clerk
Richmond,2021,1,annual_report,https://richmondma.org/document_center/2020 TOWN REPORT-WEB VERSION.pdf?t=202105111554040,
Richmond,2021,1,annual_report,https://richmondma.org/document_center/2021 Annual Town Report.pdf?t=202301091021090,
Richmond,2021,3,election_page,https://richmondma.org/government/town_clerk/government_town_clerk_index.php,Elections/Town Meeting
Richmond,2021,3,election_page,https://richmondma.org/government/town_clerk/index.php,Town Clerk
Richmond,2024,1,annual_report,https://richmondma.org/document_center/RICHMOND 2024 TOWN REPORT FOR WEB_.pdf?t=202505120940180,
Richmond,2024,3,election_page,https://richmondma.org/government/town_clerk/government_town_clerk_index.php,Elections/Town Meeting
Richmond,2024,3,election_page,https://richmondma.org/government/town_clerk/index.php,Town Clerk
Richmond,2024,3,election_page,https://richmondma.org/newsletters/government/town_clerk/government_town_clerk_index.php,Elections/Town Meeting
Richmond,2025,1,annual_report,https://richmondma.org/document_center/RICHMOND 2024 TOWN REPORT FOR WEB_.pdf?t=202505120940180,
Richmond,2025,3,election_page,https://richmondma.org/government/town_clerk/government_town_clerk_index.php,Elections/Town Meeting
Richmond,2025,3,election_page,https://richmondma.org/government/town_clerk/index.php,Town Clerk
Richmond,2025,3,election_page,https://richmondma.org/newsletters/government/town_clerk/government_town_clerk_index.php,Elections/Town Meeting
Rochester,2022,1,annual_report,https://townofrochestermass.com/DocumentCenter/View/263/2022-Annual-Report,2022 Annual Report
Rochester,2022,3,election_page,https://sippican.theweektoday.com/article/marion-welcomes-new-town-clerk/158634,Marion welcomes new town clerk
Rochester,2022,3,election_page,https://sippican.theweektoday.com/article/questions-raised-about-previously-donated-voting-devices/158620,Questions raised about previously donated voting devices
Rochester,2022,3,election_page,https://townofrochestermass.com/329/Town-Meetings-Elections,Town Meetings / Elections
Rochester,2023,1,annual_report,https://townofrochestermass.com/DocumentCenter/View/264/2023-Annual-Report,2023 Annual Report
Rochester,2023,1,annual_report,https://www.townofrochestermass.com/sites/g/files/vyhlif5446/f/uploads/2023_annual_report.pdf,
Rochester,2023,2,townmtg_election,https://www.townofrochestermass.com/sites/g/files/vyhlif5446/f/news/annual_town_meeting_warrant_2023_0.pdf,
Rochester,2023,3,election_page,https://sippican.theweektoday.com/article/marion-welcomes-new-town-clerk/158634,Marion welcomes new town clerk
Rochester,2024,2,townmtg_election,https://townofrochestermass.com/DocumentCenter/View/1166/BESS-Bylaw-Town-Meeting-Version-Final-10-22-2024,BESS Bylaw Town Meeting Version Final 10-22-2024
Rochester,2024,2,townmtg_election,https://townofrochestermass.com/ImageRepository/Document?documentID=82,Government / Departments / Town Meetings / Elections Early i
Rochester,2024,2,townmtg_election,https://www.townofrochestermass.com/sites/g/files/vyhlif5446/f/pages/2024_annual_town_meeting_warrant.pdf,
Rochester,2024,2,townmtg_election,https://www.townofrochestermass.com/sites/g/files/vyhlif5446/f/pages/bess_bylaw_town_meeting_version_final_10.22.2024.pdf,
Rochester,2025,3,election_page,https://sippican.theweektoday.com/article/marion-welcomes-new-town-clerk/158634,Marion welcomes new town clerk
Rochester,2025,3,election_page,https://sippican.theweektoday.com/article/questions-raised-about-previously-donated-voting-devices/158620,Questions raised about previously donated voting devices
Rochester,2025,3,election_page,https://townofrochestermass.com/329/Town-Meetings-Elections,Town Meetings / Elections
Rockport,2021,1,annual_report,https://www.rockportma.gov/sites/g/files/vyhlif1141/f/uploads/2021_cpc_annual_report_-_word_12-8-21.pdf,
Rockport,2021,2,townmtg_election,https://rockportma.gov/DocumentCenter/View/1100,2021 for 2022 Town Meeting PDF?bidId=
Rockport,2021,3,election_page,https://rockportma.gov/266/Town-Clerk,Town Clerk
Rockport,2021,3,election_page,https://rockportma.gov/273/Elections,Elections
Rowley,2021,1,annual_report,https://www.townofrowley.net/sites/g/files/vyhlif4956/f/uploads/2021_town_report_final.pdf,
Rowley,2021,3,election_page,https://townofrowley.net/election,Election
Rowley,2021,3,election_page,https://townofrowley.net/town-clerk,Town Clerk
Rowley,2021,4,minutes,https://www.townofrowley.net/sites/g/files/vyhlif4956/f/minutes/02-02-2021.pdf,
Rowley,2024,2,townmtg_election,https://www.townofrowley.net/sites/g/files/vyhlif4956/f/uploads/town_meeting_guidelines_moderator_rules_11_7_2024_pdf_0.pdf,
Rowley,2024,3,election_page,https://townofrowley.net/election,Election
Rowley,2024,3,election_page,https://townofrowley.net/town-clerk,Town Clerk
Rowley,2025,2,townmtg_election,https://www.townofrowley.net/sites/g/files/vyhlif4956/f/news/may_5_2025_annual_town_meeting_warrant.pdf,
Rowley,2025,3,election_page,https://townofrowley.net/election,Election
Rowley,2025,3,election_page,https://townofrowley.net/town-clerk,Town Clerk
Rowley,2025,4,minutes,https://www.townofrowley.net/sites/g/files/vyhlif4956/f/minutes/meeting_minutes_-_05.15.2025_-_approved_1_0.pdf,
Russell,2021,3,election_page,https://townofrussell.us/229/Town-Clerk,Town Clerk
Russell,2021,3,election_page,https://townofrussell.us/322/Email-Town-Clerk,Email Town Clerk
Russell,2021,3,election_page,https://townofrussell.us/362/State-Elections-Early-Voting-Dates-and-T,State Elections Early Voting Dates and Times
Russell,2022,3,election_page,https://townofrussell.us/229/Town-Clerk,Town Clerk
Russell,2022,3,election_page,https://townofrussell.us/322/Email-Town-Clerk,Email Town Clerk
Russell,2022,3,election_page,https://townofrussell.us/362/State-Elections-Early-Voting-Dates-and-T,State Elections Early Voting Dates and Times
Russell,2022,4,minutes,https://townofrussell.us/DocumentCenter/View/467,Planning Board Minutes 12 13 2022?bidId=
Russell,2024,3,election_page,https://townofrussell.us/229/Town-Clerk,Town Clerk
Russell,2024,3,election_page,https://townofrussell.us/322/Email-Town-Clerk,Email Town Clerk
Russell,2024,3,election_page,https://townofrussell.us/362/State-Elections-Early-Voting-Dates-and-T,State Elections Early Voting Dates and Times
Russell,2024,4,minutes,https://townofrussell.us/DocumentCenter/View/384,BOS Meeting Minutes for 07 23 24 07 23 2024?bidId=
Russell,2025,1,annual_report,https://www.townofrussell.us/sites/g/files/vyhlif7626/f/news/fy2025_russell_town_report.pdf,
Russell,2025,3,election_page,https://townofrussell.us/229/Town-Clerk,Town Clerk
Russell,2025,3,election_page,https://townofrussell.us/322/Email-Town-Clerk,Email Town Clerk
Russell,2025,3,election_page,https://townofrussell.us/362/State-Elections-Early-Voting-Dates-and-T,State Elections Early Voting Dates and Times
Rutland,2021,1,annual_report,https://rutlandma.gov/DocumentCenter/View/859/FY2021-Annual-Town-Report,FY2021 Annual Town Report
Rutland,2021,1,annual_report,https://townofrutland.org/DocumentCenter/View/859/FY2021-Annual-Town-Report,FY2021 Annual Town Report
Rutland,2021,3,election_page,https://rutlandma.gov/278/Town-Clerk-Elections,Town Clerk & Elections
Rutland,2021,3,election_page,https://rutlandma.gov/755/2026-Upcoming-Elections,
Rutland,2022,1,annual_report,https://rutlandma.gov/DocumentCenter/View/860/FY2022-Annual-Town-Report,FY2022 Annual Town Report
Rutland,2022,1,annual_report,https://townofrutland.org/DocumentCenter/View/616,Fy2022 Annual Town Report Final PDF?bidId=
Rutland,2022,1,annual_report,https://townofrutland.org/DocumentCenter/View/860/FY2022-Annual-Town-Report,FY2022 Annual Town Report
Rutland,2022,1,annual_report,https://www.rutlandma.gov/DocumentCenter/View/616,Fy2022 Annual Town Report Final PDF?bidId=
Rutland,2023,1,annual_report,https://rutlandma.gov/DocumentCenter/View/1949/FY2023-Annual-Town-Report-,FY2023 Annual Town Report
Rutland,2023,1,annual_report,https://townofrutland.org/DocumentCenter/View/1949/FY2023-Annual-Town-Report-,FY2023 Annual Town Report
Rutland,2023,1,annual_report,https://townofrutland.org/DocumentCenter/View/2889,FY2023 Annual Town Report?bidId=
Rutland,2023,1,annual_report,https://www.rutlandma.gov/DocumentCenter/View/2889,FY2023 Annual Town Report?bidId=
Salisbury,2025,3,election_page,https://www.salisburyma.gov/town-clerk/files/marriage-license-information,Marriage License
Salisbury,2025,3,election_page,https://www.salisburyma.gov/town-clerk/pages/dog-licensing,Dog License
Salisbury,2025,3,election_page,https://www.salisburyma.gov/town-clerk/pages/voter-registration-information-forms,Voting
Sandisfield,2025,4,minutes,https://www.sandisfieldma.gov/sites/g/files/vyhlif1171/f/minutes/sb_es_2025.10.27.pdf,
Sandisfield,2025,4,minutes,https://www.sandisfieldma.gov/sites/g/files/vyhlif1171/f/minutes/sb_es_2025.10.27.pdf?fbclid=IwY2xjawN6Hf5leHRuA2FlbQIxMABicmlkETFEVllPWFk3RENuWVpvTVhKc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmJM8Y2-4q-DVVdxW9ja_ycMQ1etwDy_DZa3ut7AeKypL3f-RqbRqLXeoYju_aem_vlP25jlZq9b0L0yQAYU-Cw,
Sandisfield,2025,4,minutes,https://www.sandisfieldma.gov/sites/g/files/vyhlif1171/f/minutes/sb_es_minutes_2025.10.20.pdf,
Sandisfield,2025,4,minutes,https://www.sandisfieldma.gov/sites/g/files/vyhlif1171/f/minutes/sb_es_minutes_2025.10.20.pdf?fbclid=IwY2xjawN6Hd1leHRuA2FlbQIxMABicmlkETFEVllPWFk3RENuWVpvTVhKc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmoW_BNWZThTfahZb22tdfSyp8lDoIP1_cxIzJWoOS1B1DOh4n1tTe_vwoXb_aem_7JtJJZqWF358inSva-okPw,
Saugus,2024,2,townmtg_election,https://www.saugus-ma.gov/DocumentCenter/View/188,"Finance Committee Report for Annual Town Meeting May 13, 202"
Saugus,2024,2,townmtg_election,https://www.saugus-ma.gov/DocumentCenter/View/193,"Finance Committee Report for Annual Town Meeting May 6, 2024"
Saugus,2024,2,townmtg_election,https://www.saugus-ma.gov/DocumentCenter/View/204,"Finance Committee Report for Special Town Meeting May 6, 202"
Saugus,2024,2,townmtg_election,https://www.saugus-ma.gov/DocumentCenter/View/890/2024-May-6---Annual-Town-Meeting-PDF,2024 May 6 - Annual Town Meeting (PDF)
Savoy,2021,3,election_page,https://townofsavoy.com/election-information,
Savoy,2021,3,election_page,https://townofsavoy.com/town-clerk,
Savoy,2022,3,election_page,https://townofsavoy.com/election-information,
Savoy,2022,3,election_page,https://townofsavoy.com/town-clerk,
Savoy,2023,1,annual_report,https://storage.googleapis.com/juniper-media-library/394/2025/09/FY%202023-Annual%20Town%20Reports.pdf,FY 2023-Annual Town Reports
Savoy,2023,3,election_page,https://townofsavoy.com/election-information,
Savoy,2023,3,election_page,https://townofsavoy.com/town-clerk,
Savoy,2024,1,annual_report,https://storage.googleapis.com/juniper-media-library/394/2025/09/FY%202024-Annual%20Town%20Reports.pdf,FY 2024-Annual Town Reports
Savoy,2024,2,townmtg_election,https://storage.googleapis.com/juniper-media-library/394/2025/09/2024-Annual Town Election Warrant.pdf,2024 Annual Town Election Warrant
Savoy,2024,3,election_page,https://townofsavoy.com/election-information,
Savoy,2024,3,election_page,https://townofsavoy.com/town-clerk,
Savoy,2025,1,annual_report,https://storage.googleapis.com/juniper-media-library/394/2025/09/FY%202023-Annual%20Town%20Reports.pdf,FY 2023-Annual Town Reports
Savoy,2025,1,annual_report,https://storage.googleapis.com/juniper-media-library/394/2025/09/FY%202024-Annual%20Town%20Reports.pdf,FY 2024-Annual Town Reports
Savoy,2025,1,annual_report,https://storage.googleapis.com/juniper-media-library/394/2026/06/2025 Annual Report-FINAL FOR PRINTING.pdf,FY 2025-Annual Town Reports
Savoy,2025,2,townmtg_election,https://storage.googleapis.com/juniper-media-library/394/2025/09/2024-Annual Town Election Warrant.pdf,2024 Annual Town Election Warrant
Scituate,2023,1,annual_report,https://ma-scituate.civicplus.com/DocumentCenter/View/17542,plymouth_county_mosquito_control_2023_annual_reportpdf?bidId
Scituate,2023,1,annual_report,https://scituatema.gov/DocumentCenter/View/859/2023-Annual-Town-Report,2023 Annual Town Report
Scituate,2023,1,annual_report,https://www.scituatema.gov/sites/g/files/vyhlif11836/f/pages/2023_select_board_appointments_for_annual_report.pdf,
Scituate,2023,2,townmtg_election,https://ma-scituate.civicplus.com/DocumentCenter/View/10067,Annual and Special Town Meeting Minutes 2023 04 10 PDF?bidId
Shelburne,2021,1,annual_report,https://townofshelburne.com/files/2021_Open_Space_annual_report.pdf,
Shelburne,2021,1,annual_report,https://townofshelburne.com/files/SHA_FY_2021_Annual_Report.pdf,
Shelburne,2021,1,annual_report,https://townofshelburnema.gov/files/2021_Open_Space_annual_report.pdf,
Shelburne,2021,1,annual_report,https://townofshelburnema.gov/files/SHA_FY_2021_Annual_Report.pdf,
Shelburne,2024,1,annual_report,https://townofshelburne.com/files/2024_Open_Space_annual_report.pdf,
Shelburne,2024,1,annual_report,https://townofshelburnema.gov/files/2024_Open_Space_annual_report.pdf,
Shelburne,2024,2,townmtg_election,https://townofshelburne.com/files/2024FY_Annual_Town_Meeting_Warrant-FINAL.docx,2024FY Annual Town Meeting Warrant-FINAL.docx
Shelburne,2024,2,townmtg_election,https://townofshelburne.com/files/2024_Annual_Town_Meeting_Warrant_-_May_2_2023.pdf,
Shelburne,2025,2,townmtg_election,https://townofshelburne.com/files/2025FYAnnual_Town_Meeting_Warrant-Final.docx,2025FYAnnual Town Meeting Warrant-Final.docx
Shelburne,2025,2,townmtg_election,https://townofshelburne.com/files/2025_Annual_Town_Meeting_Warrant_-_May_7_2024.pdf,
Shelburne,2025,2,townmtg_election,https://townofshelburne.com/files/2025_Special_Town_Meeting_Warrant_-_April_22_2025_2.docx,2025 Special Town Meeting Warrant - April 22 2025 2.docx
Shelburne,2025,2,townmtg_election,https://townofshelburne.com/files/2026_Annual_Town_Meeting_Warrant_-_May_6_2025.pdf,
Shutesbury,2021,1,annual_report,https://www.shutesbury.org/sites/default/files/files-and-images/Annual%20Town%20Reports/AnnualTownReport_FY2021.pdf,
Shutesbury,2021,3,election_page,https://shutesbury.org/local-elections,Annual Town Meetings & Local Elections
Shutesbury,2021,3,election_page,https://shutesbury.org/townclerk,Town Clerk
Shutesbury,2021,4,minutes,http://www.shutesbury.org/sites/default/files/offices_committees/town_clerk/minutes/120215%20Selectboard.pdf,
Shutesbury,2022,1,annual_report,https://www.shutesbury.org/sites/default/files/files-and-images/Annual%20Town%20Reports/AnnualTownReport_FY2022.pdf,
Shutesbury,2022,2,townmtg_election,https://shutesbury.org/sites/default/files/2022-01/120606_Special-Town-Meeting_warrant.pdf,
Shutesbury,2022,2,townmtg_election,https://www.shutesbury.org/sites/default/files/2022-01/191203_special-town-meeting-warrant.pdf,
Shutesbury,2022,2,townmtg_election,https://www.shutesbury.org/sites/default/files/2022-01/200727_Annual-Town-Meeting_warrant.pdf,
Somerset,2023,1,annual_report,https://townofsomerset.org/DocumentCenter/View/1330/Annual-town-Report-2023,Annual town Report 2023
Somerset,2023,2,townmtg_election,https://www.townofsomerset.org/sites/g/files/vyhlif3821/f/news/2023_town_meeting_babysiting_1.pdf,
Somerset,2023,3,election_page,https://townofsomerset.org/279/Town-Clerk,
Somerset,2023,3,election_page,https://townofsomerset.org/318/Election-Information-Results,Elections
Southbridge,2022,3,election_page,https://ci.southbridge.ma.us/479/Town-Clerk,
Southbridge,2022,3,election_page,https://ci.southbridge.ma.us/507/Voting-Elections,
Southbridge,2022,3,election_page,https://ci.southbridge.ma.us/CivicAlerts.aspx?AID=259,Early Voting Schedule for 2026
Southbridge,2022,4,minutes,http://www.ci.southbridge.ma.us/AgendaCenter/ViewFile/Minutes/_01032022-418,
Southbridge,2023,3,election_page,https://ci.southbridge.ma.us/479/Town-Clerk,
Southbridge,2023,3,election_page,https://ci.southbridge.ma.us/507/Voting-Elections,
Southbridge,2023,3,election_page,https://ci.southbridge.ma.us/CivicAlerts.aspx?AID=259,Early Voting Schedule for 2026
Southbridge,2023,4,minutes,https://ci.southbridge.ma.us/AgendaCenter/ViewFile/ArchivedMinutes/_01042023-1169,
Southbridge,2024,3,election_page,https://ci.southbridge.ma.us/479/Town-Clerk,
Southbridge,2024,3,election_page,https://ci.southbridge.ma.us/507/Voting-Elections,
Southbridge,2024,3,election_page,https://ci.southbridge.ma.us/CivicAlerts.aspx?AID=259,Early Voting Schedule for 2026
Southbridge,2024,4,minutes,https://ci.southbridge.ma.us/AgendaCenter/ViewFile/Minutes/_01022024-2322,
Southbridge,2025,3,election_page,https://ci.southbridge.ma.us/479/Town-Clerk,
Southbridge,2025,3,election_page,https://ci.southbridge.ma.us/507/Voting-Elections,
Southbridge,2025,3,election_page,https://ci.southbridge.ma.us/CivicAlerts.aspx?AID=259,Early Voting Schedule for 2026
Southbridge,2025,4,minutes,https://ci.southbridge.ma.us/AgendaCenter/ViewFile/Minutes/_02132025-2852,
Springfield,2023,1,annual_report,https://www.springfield-ma.gov/cos/fileadmin/mayor/2023/BOPC/2024_BOPC_Annual_report_3.12.25__pdf.pdf,
Springfield,2023,1,annual_report,https://www.springfield-ma.gov/cos/fileadmin/mayor/2023/BOPC/Board_of_Police_Commissioners_2023_Annual_Report.pdf,
